1;137;Pengendali Teknis;Bulungan;2022;Pengendali Teknis;LK
2;138;Pengendali Teknis;Malinau;2022;Pengendali Teknis;LK
3;163;Pengendali Teknis;Nunukan;2022;Pengendali Teknis;LK
4;164;Pengendali Teknis;Tana Tidung;2022;Pengendali Teknis;LK
5;165;Pengendali Teknis;Tarakan;2022;Pengendali Teknis;LK
6;166;Pengendali Teknis;Provinsi Kaltara;2022;Pengendali Teknis;LK
7;167;Ketua Tim;Bulungan;2022;Ketua Tim;LK
8;168;Ketua Tim;Malinau;2022;Ketua Tim;LK
9;169;Ketua Tim;Nunukan;2022;Ketua Tim;LK
10;137;Ketua Tim;Tana Tidung;2022;Ketua Tim;LK
11;138;Ketua Tim;Tarakan;2022;Ketua Tim;LK
12;163;Ketua Tim;Provinsi Kaltara;2022;Ketua Tim;LK
13;268;Anggota Tim;Bulungan;2022;Kas di Kasda (termasuk kas FKTP);LK
14;268;Anggota Tim;Bulungan;2022;Kas di Bendahara Pengeluaran;LK
15;268;Anggota Tim;Bulungan;2022;Kas di Bendahara Penerimaan;LK
16;268;Anggota Tim;Bulungan;2022;Kas Lainnya (termasuk kas BOS);LK
17;268;Anggota Tim;Bulungan;2022;Piutang Retribusi;LK
18;268;Anggota Tim;Bulungan;2022;Penyisihan Piutang retribusi;LK
19;268;Anggota Tim;Bulungan;2022;Utang PFK;LK
20;268;Anggota Tim;Bulungan;2022;Pendapatan Diterima Di Muka;LK
21;268;Anggota Tim;Bulungan;2022;Utang Belanja;LK
22;268;Anggota Tim;Bulungan;2022;Utang Jangka Pendek Lainnya;LK
23;268;Anggota Tim;Bulungan;2022;Piutang Pajak;LK
24;269;Anggota Tim;Malinau;2022;Kas di Kasda (termasuk kas FKTP);LK
25;269;Anggota Tim;Malinau;2022;Kas di Bendahara Pengeluaran;LK
26;269;Anggota Tim;Malinau;2022;Kas di Bendahara Penerimaan;LK
27;269;Anggota Tim;Malinau;2022;Kas Lainnya (termasuk kas BOS);LK
28;269;Anggota Tim;Malinau;2022;Piutang Retribusi;LK
29;269;Anggota Tim;Malinau;2022;Penyisihan Piutang retribusi;LK
30;269;Anggota Tim;Malinau;2022;Utang PFK;LK
31;269;Anggota Tim;Malinau;2022;Pendapatan Diterima Di Muka;LK
32;269;Anggota Tim;Malinau;2022;Utang Belanja;LK
33;269;Anggota Tim;Malinau;2022;Utang Jangka Pendek Lainnya;LK
34;269;Anggota Tim;Malinau;2022;Piutang Pajak;LK
35;270;Anggota Tim;Nunukan;2022;Kas di Kasda (termasuk kas FKTP);LK
36;270;Anggota Tim;Nunukan;2022;Kas di Bendahara Pengeluaran;LK
37;270;Anggota Tim;Nunukan;2022;Kas di Bendahara Penerimaan;LK
38;270;Anggota Tim;Nunukan;2022;Kas Lainnya (termasuk kas BOS);LK
39;270;Anggota Tim;Nunukan;2022;Piutang Retribusi;LK
40;270;Anggota Tim;Nunukan;2022;Penyisihan Piutang retribusi;LK
41;270;Anggota Tim;Nunukan;2022;Utang PFK;LK
42;270;Anggota Tim;Nunukan;2022;Pendapatan Diterima Di Muka;LK
43;270;Anggota Tim;Nunukan;2022;Utang Belanja;LK
44;270;Anggota Tim;Nunukan;2022;Utang Jangka Pendek Lainnya;LK
45;270;Anggota Tim;Nunukan;2022;Piutang Pajak;LK
46;271;Anggota Tim;Tana Tidung;2022;Kas di Kasda (termasuk kas FKTP);LK
47;271;Anggota Tim;Tana Tidung;2022;Kas di Bendahara Pengeluaran;LK
48;271;Anggota Tim;Tana Tidung;2022;Kas di Bendahara Penerimaan;LK
49;271;Anggota Tim;Tana Tidung;2022;Kas Lainnya (termasuk kas BOS);LK
50;271;Anggota Tim;Tana Tidung;2022;Piutang Retribusi;LK
51;271;Anggota Tim;Tana Tidung;2022;Penyisihan Piutang retribusi;LK
52;271;Anggota Tim;Tana Tidung;2022;Utang PFK;LK
53;271;Anggota Tim;Tana Tidung;2022;Pendapatan Diterima Di Muka;LK
54;271;Anggota Tim;Tana Tidung;2022;Utang Belanja;LK
55;271;Anggota Tim;Tana Tidung;2022;Utang Jangka Pendek Lainnya;LK
56;271;Anggota Tim;Tana Tidung;2022;Piutang Pajak;LK
57;272;Anggota Tim;Tarakan;2022;Kas di Kasda (termasuk kas FKTP);LK
58;272;Anggota Tim;Tarakan;2022;Kas di Bendahara Pengeluaran;LK
59;272;Anggota Tim;Tarakan;2022;Kas di Bendahara Penerimaan;LK
60;272;Anggota Tim;Tarakan;2022;Kas Lainnya (termasuk kas BOS);LK
61;272;Anggota Tim;Tarakan;2022;Piutang Retribusi;LK
62;272;Anggota Tim;Tarakan;2022;Penyisihan Piutang retribusi;LK
